,ID,Fwy,Dir,District,Latitude,Longitude
0,717413,91,W,7,33.877179,-118.143773
1,717365,91,W,7,33.872789,-118.276308
2,717410,91,W,7,33.877126,-118.153353
3,773383,91,E,7,33.873543,-118.197523
4,773366,91,E,7,33.862202,-118.042466
5,717390,91,E,7,33.872655,-118.203751
6,716313,91,E,7,33.876234,-118.104961
7,717396,91,E,7,33.876737,-118.184403
8,718326,91,E,7,33.876989,-118.143077
9,718327,91,W,7,33.872905,-118.203748
10,717443,91,E,7,33.86603,-118.049777
11,717406,91,E,7,33.876265,-118.158652
12,717373,91,E,7,33.873339,-118.246168
13,768229,91,E,7,33.87249,-118.059386
14,716311,91,W,7,33.876731,-118.114918
15,768898,91,E,7,33.876002,-118.126736
16,717397,91,W,7,33.87692,-118.184411
17,717431,91,E,7,33.876317,-118.084773
18,717392,91,W,7,33.87619,-118.191575
19,717381,91,E,7,33.873878,-118.227243
20,716296,91,E,7,33.876767,-118.177981
21,768907,91,W,7,33.876256,-118.122877
22,717438,91,W,7,33.876613,-118.071914
23,717442,91,W,7,33.866819,-118.050661
24,717379,91,E,7,33.87359,-118.236964
25,717434,91,E,7,33.876324,-118.080425
26,768909,91,E,7,33.87605,-118.122915
27,718130,91,E,7,33.873486,-118.259531
28,716314,91,W,7,33.876465,-118.104925
29,717388,91,W,7,33.873559,-118.213194
30,717416,91,W,7,33.877201,-118.142032
31,717384,91,W,7,33.873704,-118.219282
32,773365,91,W,7,33.862383,-118.04237
33,717421,91,W,7,33.876702,-118.132194
34,717420,91,E,7,33.8765,-118.132216
35,717399,91,W,7,33.876459,-118.1704
36,717387,91,E,7,33.873361,-118.213213
37,768222,91,W,7,33.872702,-118.059283
38,717383,91,E,7,33.873494,-118.219285
39,717404,91,W,7,33.876117,-118.161745
40,717419,91,E,7,33.877024,-118.139428
41,716312,91,E,7,33.876464,-118.114961
42,759989,91,W,7,33.876583,-118.075397
43,766555,91,W,7,33.873627,-118.060623
44,765467,91,E,7,33.876929,-118.149691
45,716295,91,W,7,33.876997,-118.177986
46,773382,91,W,7,33.873776,-118.197522
47,759990,91,W,7,33.876119,-118.065686
48,759979,91,E,7,33.873306,-118.060607
49,717428,91,W,7,33.876536,-118.084783
50,717433,91,W,7,33.87657,-118.080438
51,717436,91,E,7,33.876358,-118.074686
52,717367,91,E,7,33.872471,-118.27074
53,759967,91,E,7,33.875898,-118.166089
54,766211,91,W,7,33.876493,-118.095039
55,717393,91,E,7,33.876009,-118.191574
56,717376,91,E,7,33.873496,-118.251545
57,766210,91,E,7,33.876279,-118.095037
58,717424,91,W,7,33.87621,-118.126705
59,718066,2,W,7,34.121743,-118.229567
60,718064,2,W,7,34.112548,-118.245533
61,767621,2,W,7,34.135316,-118.229569
62,767542,2,W,7,34.116219,-118.238557
63,767573,2,W,7,34.128058,-118.228703
64,772421,47,N,7,33.749223,-118.270043
65,763544,57,N,7,33.971554,-117.846408
66,769061,57,N,7,33.966883,-117.84993
67,763551,57,N,7,33.988721,-117.842841
68,763583,57,S,7,34.029739,-117.811086
69,763588,57,S,7,33.981951,-117.842186
70,769068,57,N,7,33.982608,-117.842112
71,763968,57,S,7,33.960374,-117.856055
72,763578,57,S,7,34.040947,-117.802381
73,764089,57,N,7,34.11626,-117.823987
74,763595,57,S,7,33.966993,-117.850185
75,763537,57,N,7,33.960273,-117.855729
76,717896,605,S,7,33.974742,-118.079877
77,717925,605,S,7,34.01717,-118.05398
78,717906,605,N,7,33.992148,-118.069414
79,717934,605,N,7,34.026653,-118.038537
80,762678,605,S,7,33.985594,-118.072012
81,717875,605,N,7,33.926206,-118.1036
82,717909,605,N,7,33.994533,-118.068855
83,717863,605,N,7,33.888878,-118.104376
84,717881,605,N,7,33.951332,-118.090846
85,762622,605,N,7,33.972857,-118.080336
86,717943,605,S,7,34.031082,-118.03122
87,717858,605,N,7,33.886691,-118.104261
88,717889,605,S,7,33.966467,-118.083807
89,717942,605,S,7,34.028263,-118.036063
90,716797,605,S,7,33.942967,-118.095825
91,718466,605,N,7,33.92193,-118.104318
92,717894,605,S,7,33.972515,-118.080722
93,716819,605,N,7,34.009316,-118.057906
94,717903,605,N,7,33.9855,-118.071807
95,717877,605,S,7,33.935212,-118.099885
96,717926,605,N,7,34.01677,-118.05412
97,717922,605,N,7,34.005361,-118.06248
98,717933,605,S,7,34.026807,-118.038666
99,773749,605,N,7,33.878493,-118.103113
100,717857,605,N,7,33.881766,-118.103878
101,717899,605,N,7,33.979377,-118.077076
102,717907,605,S,7,33.992205,-118.069649
103,761675,605,N,7,33.916153,-118.104585
104,766851,605,N,7,33.902407,-118.105114
105,717912,605,S,7,33.994073,-118.069196
106,765501,605,S,7,34.089665,-117.99394
107,716800,605,N,7,33.958124,-118.087014
108,717915,605,N,7,34.003288,-118.064985
109,764021,605,S,7,34.004792,-118.063514
110,717930,605,S,7,34.01886,-118.051593
111,717879,605,N,7,33.942882,-118.09562
112,717916,605,S,7,34.004272,-118.064134
113,762671,605,S,7,33.950974,-118.091381
114,717864,605,N,7,33.909354,-118.104924
115,717892,605,N,7,33.966404,-118.083604
116,717885,605,S,7,33.958207,-118.087265
117,716829,605,N,7,34.030914,-118.031047
118,769513,605,N,7,33.936927,-118.098751
119,717898,605,S,7,33.980513,-118.076242
120,717945,605,N,7,34.05556,-118.003436
121,716788,605,N,7,33.903565,-118.10513
122,773743,605,N,7,33.877092,-118.102657
123,716784,605,N,7,33.894297,-118.104669
124,716834,605,N,7,34.053746,-118.004464
125,718204,134,E,7,34.155439,-118.295974
126,774067,134,W,7,34.153547,-118.284244
127,717572,134,W,7,34.153625,-118.327063
128,761003,134,E,7,34.155121,-118.309741
129,773869,134,E,7,34.154966,-118.317908
130,774204,134,W,7,34.154161,-118.343375
131,773927,134,E,7,34.152895,-118.279266
132,716554,134,W,7,34.156198,-118.265345
133,773916,134,E,7,34.152202,-118.282684
134,717573,134,E,7,34.154023,-118.324031
135,773953,134,E,7,34.155081,-118.290573
136,773954,134,W,7,34.155428,-118.29055
137,760987,134,E,7,34.153535,-118.339979
138,717571,134,W,7,34.153255,-118.359896
139,773904,134,E,7,34.155227,-118.294082
140,717576,134,W,7,34.15564,-118.29597
141,718496,134,W,7,34.154195,-118.343722
142,717578,134,E,7,34.154438,-118.272455
143,773890,134,E,7,34.152957,-118.336851
144,718499,134,W,7,34.154816,-118.311893
145,717580,134,E,7,34.155877,-118.266072
146,773906,134,W,7,34.155435,-118.294082
147,773939,134,W,7,34.153052,-118.36974
148,717590,134,W,7,34.148123,-118.229499
149,717583,134,E,7,34.156268,-118.25012
150,773870,134,W,7,34.155158,-118.317885
151,774226,90,W,7,33.984652,-118.442457
152,772132,118,E,7,34.292667,-118.834172
153,766060,118,W,7,34.266157,-118.47724
154,766170,118,E,7,34.265805,-118.463409
155,765958,118,E,7,34.273995,-118.546706
156,760686,118,E,7,34.292788,-118.854026
157,760693,118,E,7,34.293197,-118.84425
158,765995,118,E,7,34.272999,-118.563764
159,771690,118,E,7,34.265724,-118.454632
160,765922,118,W,7,34.276649,-118.616557
161,717536,118,E,7,34.275083,-118.535822
162,766096,118,W,7,34.266055,-118.463188
163,766138,118,E,7,34.265847,-118.468667
164,772092,118,W,7,34.268605,-118.634966
165,717533,118,E,7,34.272223,-118.555464
166,763447,110,S,7,34.018314,-118.280127
167,767751,110,N,7,34.09296,-118.206232
168,767750,110,S,7,34.093121,-118.206362
169,763286,110,S,7,33.962692,-118.280984
170,718041,110,S,7,34.009215,-118.281288
171,763392,110,N,7,33.958618,-118.280545
172,718046,110,N,7,34.067909,-118.23795
173,763267,110,S,7,33.980182,-118.281036
174,763246,110,S,7,34.015503,-118.281106
175,718165,110,N,7,34.037093,-118.274088
176,763434,110,N,7,34.010617,-118.280787
177,718173,110,S,7,34.055433,-118.256754
178,763439,110,N,7,34.018144,-118.279568
179,716499,110,N,7,33.951161,-118.279899
180,718164,110,N,7,33.989159,-118.280238
181,763424,110,N,7,33.998622,-118.280613
182,716481,110,S,7,33.865396,-118.285083
183,763720,110,N,7,33.938699,-118.279654
184,763400,110,N,7,33.960648,-118.280531
185,764037,110,S,7,34.026164,-118.275402
186,763408,110,N,7,33.976848,-118.280643
187,763384,110,N,7,33.947463,-118.279359
188,771673,110,N,7,34.078403,-118.228171
189,760635,110,S,7,34.040612,-118.27373
190,763429,110,N,7,34.006152,-118.280854
191,763372,110,N,7,33.93561,-118.27973
192,763251,110,S,7,34.002226,-118.28122
193,773012,110,S,7,34.084203,-118.220447
194,718166,110,S,7,34.03711,-118.274257
195,772513,110,N,7,34.070398,-118.235253
196,771667,110,N,7,34.075092,-118.232059
197,763419,110,N,7,33.984847,-118.280312
198,766337,110,S,7,33.855273,-118.2849
199,718045,110,S,7,34.068002,-118.238015
200,760650,110,S,7,34.074472,-118.233103
201,763275,110,S,7,33.968828,-118.28101
202,761188,210,E,7,34.13449,-117.958916
203,717642,210,W,7,34.1527,-118.102255
204,772917,210,E,7,34.120865,-117.881465
205,717675,210,W,7,34.130142,-117.932676
206,769702,210,W,7,34.13568,-117.967942
207,717685,210,W,7,34.121161,-117.896071
208,772967,210,W,7,34.120411,-117.820528
209,770169,210,E,7,34.155812,-118.158089
210,716026,210,E,7,34.117595,-117.844142
211,717638,210,E,7,34.152187,-118.117782
212,761371,210,W,7,34.135484,-117.97979
213,761161,210,E,7,34.135219,-117.979798
214,772857,210,E,7,34.130657,-117.946351
215,717686,210,W,7,34.120839,-117.874498
216,773194,210,W,7,34.143728,-118.022315
217,772887,210,E,7,34.128935,-117.923112
218,771603,210,E,7,34.11972,-117.803812
219,717669,210,W,7,34.148355,-118.034499
220,717678,210,W,7,34.120999,-117.908877
221,772888,210,W,7,34.129156,-117.923041
222,717667,210,E,7,34.148636,-118.048053
223,717640,210,E,7,34.152301,-118.109239
224,772918,210,W,7,34.121071,-117.881454
225,772903,210,E,7,34.120955,-117.902358
226,761138,210,E,7,34.138178,-118.014556
227,717661,210,W,7,34.148876,-118.066773
228,717635,210,E,7,34.151658,-118.12944
229,717673,210,W,7,34.13492,-117.959306
230,717634,210,W,7,34.15195,-118.13555
231,718047,210,W,7,34.121259,-117.830969
232,772902,210,W,7,34.121215,-117.902335
233,717641,210,E,7,34.148554,-118.064055
234,717694,210,W,7,34.117701,-117.847619
235,772858,210,W,7,34.130886,-117.946237
236,761199,210,E,7,34.130297,-117.931111
237,773179,210,W,7,34.148892,-118.057432
238,717633,210,E,7,34.151691,-118.142523
239,717646,210,E,7,34.151406,-118.091041
240,718469,210,E,7,34.120764,-117.88843
241,717676,210,W,7,34.12721,-117.917059
242,767969,210,E,7,34.120394,-117.733824
243,717674,210,W,7,34.129595,-117.935
244,772954,210,W,7,34.117587,-117.856255
245,768945,210,E,7,34.12079,-117.890867
246,764144,210,W,7,34.14791,-118.031417
247,717684,210,E,7,34.120654,-117.905646
248,768054,210,W,7,34.122146,-117.695126
249,717672,210,E,7,34.146752,-118.029146
250,717682,210,W,7,34.120813,-117.90718
251,769880,210,E,7,34.221426,-118.245718
252,718210,210,W,7,34.135547,-117.988695
253,772966,210,E,7,34.120153,-117.820582
254,769701,210,E,7,34.135426,-117.967987
255,772933,210,W,7,34.117234,-117.861438
256,717688,210,W,7,34.120655,-117.871352
257,773154,210,E,7,34.148585,-118.057432
258,761174,210,E,7,34.135237,-117.975628
259,717653,210,W,7,34.148737,-118.071321
260,717657,210,W,7,34.148823,-118.069206
261,769744,210,W,7,34.121013,-117.834452
262,716143,210,E,7,34.120911,-117.829234
263,765477,210,E,7,34.120571,-117.906859
264,772872,210,E,7,34.128708,-117.939757
265,761126,210,E,7,34.140676,-118.017243
266,769758,210,E,7,34.120306,-117.822311
267,717649,210,W,7,34.148074,-118.08377
268,717650,210,E,7,34.147621,-118.079037
269,717664,210,W,7,34.148916,-118.052166
270,769722,210,W,7,34.135685,-117.964445
271,717663,210,W,7,34.14889,-118.055903
272,717637,210,W,7,34.152357,-118.123714
273,717654,210,E,7,34.148522,-118.068683
274,761214,210,E,7,34.125143,-117.915079
275,773193,210,E,7,34.143558,-118.022467
276,768027,210,W,7,34.120029,-117.702145
277,770243,210,W,7,34.302019,-118.422166
278,770353,210,W,7,34.293217,-118.412767
279,770578,210,E,7,34.156489,-118.158295
280,769772,210,E,7,34.133397,-117.954412
281,717644,210,W,7,34.152727,-118.098063
282,761339,210,W,7,34.141791,-118.018365
283,770568,210,W,7,34.165953,-118.157943
284,765486,210,E,7,34.120787,-117.890798
285,767983,210,E,7,34.120261,-117.728252
286,772168,101,N,7,34.165406,-118.483271
287,717461,101,S,7,34.085657,-118.301901
288,768066,101,S,7,34.151183,-118.375172
289,717518,101,S,7,34.167855,-118.586613
290,760024,101,S,7,34.159347,-118.461778
291,765444,101,S,7,34.152479,-118.654183
292,717522,101,N,7,34.170894,-118.607747
293,717499,101,S,7,34.156121,-118.44689
294,772571,101,S,7,34.141576,-118.707668
295,717488,101,S,7,34.134933,-118.358849
296,717501,101,N,7,34.15746,-118.450006
297,717495,101,S,7,34.156627,-118.412272
298,769389,101,N,7,34.110196,-118.333961
299,764819,101,N,7,34.167524,-118.839757
300,718143,101,S,7,34.170677,-118.606564
301,717469,101,N,7,34.096481,-118.313058
302,769405,101,S,7,34.125019,-118.343858
303,769430,101,S,7,34.158236,-118.456755
304,769443,101,N,7,34.155751,-118.438222
305,717480,101,N,7,34.105922,-118.327165
306,718142,101,S,7,34.17043,-118.60432
307,717513,101,N,7,34.173406,-118.538066
308,717483,101,N,7,34.115601,-118.33666
309,717489,101,S,7,34.139513,-118.36535
310,764949,101,N,7,34.128774,-118.346843
311,717502,101,N,7,34.165132,-118.474715
312,769467,101,N,7,34.154537,-118.397142
313,764829,101,N,7,34.176331,-118.860741
314,765099,101,N,7,34.163563,-118.472068
315,764794,101,N,7,34.160765,-118.469064
316,764910,101,N,7,34.18968,-118.938878
317,717462,101,S,7,34.089949,-118.306085
318,772167,101,S,7,34.165169,-118.483356
319,769359,101,S,7,34.1565,-118.422723
320,717486,101,S,7,34.129747,-118.348132
321,764808,101,N,7,34.160056,-118.828523
322,768265,101,S,7,34.137921,-118.725469
323,717516,101,S,7,34.172374,-118.570043
324,765182,101,N,7,34.0649,-118.251193
325,717493,101,S,7,34.154314,-118.394541
326,717479,101,S,7,34.104365,-118.323801
327,764766,101,S,7,34.133863,-118.35542
328,717459,101,N,7,34.083079,-118.297553
329,718148,101,S,7,34.1544,-118.649487
330,717445,101,N,7,34.06933,-118.259931
331,760013,101,S,7,34.155572,-118.427822
332,772597,101,S,7,34.171083,-118.510919
333,764905,101,S,7,34.188438,-118.936403
334,717453,101,S,7,34.076926,-118.280908
335,768477,101,S,7,34.154294,-118.38111
336,717504,101,S,7,34.165142,-118.49033
337,769403,101,S,7,34.121802,-118.340349
338,717452,101,N,7,34.074945,-118.273396
339,717508,101,S,7,34.171108,-118.517031
340,717524,101,N,7,34.162351,-118.629794
341,717511,101,S,7,34.171531,-118.531109
342,772140,101,S,7,34.164781,-118.474288
343,716337,101,N,7,34.077518,-118.282724
344,772178,101,N,7,34.171202,-118.503926
345,716328,101,S,7,34.067067,-118.254688
346,717463,101,N,7,34.090089,-118.305929
347,764637,101,S,7,34.138582,-118.720114
348,764853,101,S,7,34.064756,-118.251325
349,769346,101,N,7,34.156793,-118.407014
350,716339,101,S,7,34.078365,-118.288977
351,769372,101,N,7,34.10148,-118.316373
352,772208,101,S,7,34.160783,-118.633503
353,772151,101,S,7,34.168861,-118.498546
354,764641,101,S,7,34.141371,-118.708131
355,717446,101,S,7,34.071462,-118.265891
356,769444,101,S,7,34.155559,-118.438288
357,717466,101,S,7,34.094488,-118.310649
358,717460,101,N,7,34.085801,-118.301771
359,764803,101,N,7,34.159878,-118.82825
360,717520,101,S,7,34.16912,-118.595733
361,769345,101,S,7,34.156606,-118.407038
362,717492,101,N,7,34.154581,-118.381115
363,718141,101,N,7,34.151437,-118.374683
364,717465,101,N,7,34.094618,-118.310464
365,764760,101,N,7,34.134078,-118.355163
366,717484,101,S,7,34.115404,-118.336938
367,773062,101,S,7,34.053512,-118.232514
368,764858,101,N,7,34.153836,-118.376536
369,764772,101,N,7,34.05402,-118.236773
370,717447,101,N,7,34.072657,-118.268106
371,717450,101,S,7,34.074797,-118.273463
372,773023,101,N,7,34.056973,-118.242279
373,764863,101,N,7,34.184342,-118.893462
374,772582,101,S,7,34.163717,-118.62555
375,718146,101,S,7,34.159836,-118.636043
376,717473,101,N,7,34.099806,-118.315367
377,764921,101,N,7,34.205441,-118.984481
378,764646,101,S,7,34.14622,-118.699888
379,772596,101,N,7,34.171254,-118.510916
380,772355,101,S,7,34.157863,-118.64146
381,717472,101,S,7,34.099575,-118.315495
382,765164,101,N,7,34.078907,-118.288793
383,765176,101,N,7,34.133337,-118.352345
384,772564,101,S,7,34.146784,-118.699337
385,769358,101,N,7,34.156683,-118.422679
386,717497,101,N,7,34.156829,-118.415379
387,764781,101,S,7,34.160984,-118.470704
388,764879,101,N,7,34.184484,-118.910472
389,769373,101,S,7,34.101382,-118.316558
390,718144,101,S,7,34.169734,-118.611241
391,772610,101,S,7,34.173421,-118.561073
392,717456,101,N,7,34.081134,-118.29347
393,716392,101,S,7,34.148836,-118.697394
394,716331,101,S,7,34.070002,-118.262279
395,717514,101,S,7,34.173426,-118.550079
396,769402,101,N,7,34.121951,-118.34017
397,717468,101,S,7,34.096382,-118.313222
398,716391,101,S,7,34.151032,-118.680765
399,773024,101,S,7,34.056861,-118.242427
400,764900,101,N,7,34.185571,-118.929061
401,764932,101,N,7,34.213624,-119.007232
402,717498,101,N,7,34.155725,-118.432994
403,717510,101,N,7,34.171285,-118.520359
404,768469,101,N,7,34.135151,-118.358579
405,769431,101,N,7,34.158459,-118.456664
406,717490,101,S,7,34.147297,-118.371049
407,769418,101,N,7,34.125162,-118.343673
408,765106,101,S,7,34.184275,-118.911709
409,716390,101,S,7,34.149135,-118.672472
410,764288,14,S,7,34.377963,-118.493391
411,764260,14,N,7,34.362535,-118.504833
412,769279,71,N,7,34.043604,-117.770672
413,766673,71,N,7,34.035347,-117.761863
414,760384,105,W,7,33.913209,-118.136477
415,760139,105,E,7,33.927891,-118.273645
416,760398,105,W,7,33.913204,-118.143449
417,760481,105,W,7,33.928912,-118.290792
418,760224,105,E,7,33.923785,-118.207757
419,760314,105,E,7,33.91291,-118.138216
420,760213,105,E,7,33.929098,-118.220055
421,760166,105,E,7,33.928407,-118.277789
422,767868,105,E,7,33.911021,-118.173573
423,767857,105,E,7,33.911091,-118.174445
424,716419,105,E,7,33.925238,-118.313092
425,760568,105,W,7,33.924777,-118.209134
426,765476,105,E,7,33.928419,-118.277962
427,716453,105,E,7,33.911105,-118.174619
428,767838,105,E,7,33.931513,-118.361927
429,760558,105,W,7,33.926113,-118.212249
430,716460,105,E,7,33.912739,-118.148633
431,760532,105,W,7,33.928184,-118.233573
432,716437,105,W,7,33.928838,-118.244115
433,760375,105,W,7,33.913234,-118.12779
434,760289,105,E,7,33.912001,-118.157276
435,716440,105,E,7,33.929161,-118.226832
436,760080,105,E,7,33.930073,-118.344285
437,763716,105,W,7,33.929386,-118.220032
438,760330,105,E,7,33.91319,-118.122603
439,760369,105,W,7,33.91352,-118.122596
440,773656,105,E,7,33.933059,-118.356686
441,760236,105,E,7,33.922422,-118.20466
442,760519,105,W,7,33.92794,-118.256279
443,716431,105,E,7,33.927305,-118.266557
444,760279,105,E,7,33.91131,-118.164179
445,716466,105,E,7,33.912952,-118.131271
446,760074,105,E,7,33.933294,-118.351898
447,760619,105,W,7,33.911423,-118.174572
448,716421,105,E,7,33.926392,-118.304528
449,716407,105,W,7,33.93015,-118.373771
450,760196,105,E,7,33.928223,-118.240518
451,716433,105,E,7,33.927289,-118.263121
452,716404,105,W,7,33.931388,-118.389223
453,716422,105,W,7,33.926754,-118.304542
454,716450,105,W,7,33.918043,-118.193865
455,716414,105,E,7,33.924911,-118.335537
456,716424,105,E,7,33.928424,-118.29444
457,716426,105,W,7,33.928915,-118.285761
458,760187,105,E,7,33.928141,-118.252891
459,760303,105,E,7,33.9129,-118.143428
460,716448,105,W,7,33.921331,-118.201425
461,716470,105,E,7,33.913689,-118.113948
462,716434,105,W,7,33.927654,-118.263124
463,716449,105,E,7,33.917731,-118.194032
464,760110,105,E,7,33.925162,-118.323479
465,760100,105,E,7,33.924855,-118.32862
466,760476,105,W,7,33.928605,-118.29615
467,760147,105,W,7,33.928261,-118.273648
468,760598,105,W,7,33.915511,-118.187405
469,716461,105,W,7,33.913023,-118.148672
470,760063,105,E,7,33.929816,-118.373757
471,760452,105,W,7,33.925436,-118.325192
472,716441,105,W,7,33.929479,-118.226883
473,760496,105,W,7,33.927683,-118.266559
474,716023,5,N,7,34.571045,-118.689102
475,716930,5,S,7,34.013529,-118.166192
476,716016,5,S,7,34.431273,-118.588555
477,715918,5,N,7,33.93311,-118.091005
478,759888,5,S,7,34.374508,-118.563047
479,764151,5,S,7,34.239278,-118.4168
480,718376,5,S,7,34.104544,-118.252924
481,716971,5,N,7,34.17007,-118.303837
482,715898,5,S,7,33.880183,-118.021787
483,774092,5,N,7,34.311851,-118.487084
484,716898,5,S,7,33.882892,-118.026822
485,716929,5,N,7,34.007196,-118.156466
486,716939,5,S,7,34.041407,-118.218373
487,716944,5,S,7,34.069368,-118.217386
488,759700,5,S,7,34.020961,-118.195456
489,716924,5,S,7,33.994935,-118.14469
490,759566,5,N,7,34.020251,-118.189669
491,718358,5,N,7,33.896767,-118.052213
492,759552,5,N,7,33.9632,-118.1189
493,716920,5,S,7,33.97646,-118.125953
494,716994,5,N,7,34.225945,-118.374982
495,716958,5,S,7,34.111314,-118.264526
496,716960,5,S,7,34.118291,-118.270166
497,716988,5,N,7,34.212728,-118.349041
498,759783,5,S,7,34.176309,-118.30783
499,759542,5,N,7,33.95891,-118.113036
500,716943,5,S,7,34.059006,-118.214706
501,716973,5,N,7,34.170572,-118.30448
502,716968,5,N,7,34.165484,-118.29753
503,718371,5,N,7,34.090311,-118.238626
504,759747,5,S,7,34.156871,-118.290763
505,763706,5,S,7,33.896666,-118.052294
506,718364,5,S,7,34.002455,-118.151164
507,715933,5,N,7,33.981839,-118.130679
508,718081,5,N,7,33.905186,-118.065055
509,759636,5,N,7,34.304527,-118.480635
510,716963,5,N,7,34.164088,-118.295568
